time,current_temp,max_temp_last_hour,min_temp_last_hour,avg_temp_last_hour,current_humid,max_humid_last_hour,min_humid_last_hour,avg_humid_last_hour
2024-11-29T14:00,20.1,20.1,20.1,20.1,53.0,53.0,53.0,53.0
